SeqId,InstNo,FromStatus,ToStatus,Discussion,Dtype,SRL,Intervention,Video,Week
4030476,3,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.GoalSetting,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.Engagement.WorkingOnTheTask,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.Engagement.WorkingOnTheTask,SRL.EvaluationReflection.Evaluation,SRL.Engagement.WorkingOnTheTask,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation","Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Goal,Interventions.StatusWall.Goal,Interventions.StatusWall.Goal,Interventions.StatusWall.Goal",None,None
4030476,4,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis",Interventions.StatusWall.Main,None,None
4030476,5,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Engagement.WorkingOnTheTask,SRL.Engagement.WorkingOnTheTask","Interventions.StatusWall.Main,Interventions.StatusWall.Main",None,None
4030476,6,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting",Interventions.StatusWall.Main,None,None
4030476,11,F_NoOne,F_NoOne,NoDiscussion,None,SRL.Planning.GoalSetting,Interventions.LearningGroups,None,None
4030471,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
4030471,9,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods,Week 8: Text Mining Nuts and Bolts > Data Preparation,Week 7: Text Mining Introduction > Techniques and Tools,Week 7: Text Mining Introduction > Text Mining Introduction","8,3,7"
4030470,0,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.Planning.TaskAnalysis,SRL.EvaluationReflection.Reflection,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis","Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.StatusWall.Main","Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC",1
4030470,1,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 2: Starting With Data > Starting With Data,Week 2: Starting With Data > Video: Tony Hirst Hangout Archive",2
4030470,4,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 2: Starting With Data > Video: Tony Hirst Hangout Archive,Week 2: Starting With Data > Video: Week 2 Hangout Archive,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods,Course Orientation > Orientation Hangouts,Week 2: Starting With Data > Video: Jason Schumacher Hangout Archive","1,3,2"
4030470,7,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 4: Sensemaking of Social Network Analysis for Learning > Social Network Analysis for the Study of Learning,Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi,Week 3: Basics of Social Network Analysis > Video: Shane Dawson Hangout Archive,Week 3: Basics of Social Network Analysis > Video: Week 3 Hangout Archive","3,4"
4030470,13,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 5: Prediction Modeling > Classification,Week 5: Prediction Modeling > Regressors and Classifiers current section",5
4030473,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Course Orientation > Orientation Hangouts,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
4030473,4,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 4: Sensemaking of Social Network Analysis for Learning > Social Network Analysis for the Study of Learning,Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi","3,4"
4030472,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Course Orientation > DALMOOC Course Basics,1
4030472,1,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.EvaluationReflection.Evaluation,SRL.Engagement.WorkingOnTheTask,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation",None,"Week 2: Starting With Data > Video: Tony Hirst Hangout Archive,Week 1: Introduction to Learning Analytics (LA) > Video: Welcome to Week 1 Hangout Archive,Week 2: Starting With Data > Starting With Data,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics","1,2"
4030472,2,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods",3
4030472,3,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 3: Basics of Social Network Analysis > Bonus Videos: Voices From the Field,Week 4: Sensemaking of Social Network Analysis for Learning > Social Network Analysis for the Study of Learning","3,4"
4030472,5,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 4: Sensemaking of Social Network Analysis for Learning > Social Network Analysis for the Study of Learning,Week 4: Sensemaking of Social Network Analysis for Learning > Video: Results of Analytics of the Data Collected in the First Three Weeks of DALMOOC Hangout Archive",4
4030472,8,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 7: Text Mining Introduction > Text Mining Introduction,7
4030479,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Course Orientation > DALMOOC Course Basics,1
4030478,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 2: Starting With Data > Starting With Data,Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics","1,2"
1409025,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 1: Introduction to Learning Analytics (LA) > Video: Welcome to Week 1 Hangout Archive,Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
1409025,1,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 2: Starting With Data > Starting With Data,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC","1,2"
1409024,0,F_NoOne,F_NoOne,NoDiscussion,None,None,"Interventions.StatusWall.Main,Interventions.StatusWall.Main","Week 2: Starting With Data > Starting With Data,Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics","1,2"
950272,0,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.Planning.TaskAnalysis,SRL.EvaluationReflection.Evaluation,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis","Interventions.StatusWall.Main,Interventions.Suggestions.People,Interventions.StatusWall.Main",None,None
950272,1,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation",None,None,None
3571713,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
3571713,1,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 2: Starting With Data > Starting With Data,2
3571712,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
3571712,2,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 2: Starting With Data > Starting With Data,Week 2: Starting With Data > Video: Tony Hirst Hangout Archive",2
3571717,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 1: Introduction to Learning Analytics (LA) > Video: Welcome to Week 1 Hangout Archive,Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
3571716,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 2: Starting With Data > Starting With Data,Course Orientation > Orientation Hangouts,Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,Week 2: Starting With Data > Video: Tony Hirst Hangout Archive,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC","1,2"
3571715,0,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.GoalSetting,SRL.Engagement.WorkingOnTheTask","Interventions.StatusWall.Main,Interventions.StatusWall.Main","Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
3571715,2,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 2: Starting With Data > Starting With Data,Week 2: Starting With Data > Video: Tony Hirst Hangout Archive",2
3571719,0,F_NoOne,F_NoOne,NoDiscussion,None,None,"Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main","Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 1: Introduction to Learning Analytics (LA) > Video: Welcome to Week 1 Hangout Archive,Week 2: Starting With Data > Starting With Data,Course Orientation > Orientation Hangouts,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics","1,2"
3571719,1,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics","1,3"
3571718,0,F_NoOne,SF_GoalSetter,Pretty amazed by this launch. Is this the new way that online learning will be done?,Post,None,None,"Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC",1
3571718,1,SF_GoalSetter,F_GoalSetter,NoDiscussion,None,None,None,"Week 1: Introduction to Learning Analytics (LA) > Video: Welcome to Week 1 Hangout Archive,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
3571718,2,F_GoalSetter,F_GoalSetter,NoDiscussion,None,None,None,"Week 2: Starting With Data > Video: Jason Schumacher Hangout Archive,Week 2: Starting With Data > Starting With Data,Week 2: Starting With Data > Video: Week 2 Hangout Archive,Week 2: Starting With Data > Video: Tony Hirst Hangout Archive,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics","1,2"
3571718,3,F_GoalSetter,F_GoalSetter,NoDiscussion,None,None,None,"Week 2: Starting With Data > Starting With Data,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods,Week 1: Introduction to Learning Analytics (LA) > Video: Welcome to Week 1 Hangout Archive,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC","1,3,2"
393216,0,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting",None,Course Orientation > DALMOOC Course Basics,1
393216,1,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Course Orientation > Assessment in DALMOOC ,Course Orientation > DALMOOC Course Basics",1
393217,0,F_NoOne,SF_GoalBystander,Finally able to login into Prosolo after several hours! The system must be bottlenecked big time..,Post,None,None,"Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
393217,1,SF_GoalBystander,SF_GoalSetter,"Understanding the basic structure and intent of the course --> URL Learning Analytics is as much an art as it is a science; art part is envisioning innovative data pipes. Learning Analytics is learning from the learners ways to improve learners' learning. :-) Added potential alternative data analytics and learning analytics tools to the original table. Also I think you missed a ""what"".. ""..what the Digital Data learners leave behind.."" :-) IrTwitterPost IrTwitterPost RT : The first blog about #ProSolo in the series of many to come: ""ProSolo Launched"" URL If you follow me but don't know and/or don't care about dalmooc, please disregard my tweets with the hash tag #dalmooc Thank You. Interesting presentation by despite some glitches. A good overview into the complexities of data representation. Excellent chronicled twitter stream of the 's presentation by IrTwitterPost Have been pretty much disengaged from #dalmooc for last two days (work commitments); catching up on wk2 videos and material (trying anyway)","Post,Post,Post,Post,RelTwitterPost,IrTwitterPost,IrTwitterPost,RelTwitterPost,RelTwitterPost,RelTwitterPost,RelTwitterPost,IrTwitterPost,RelTwitterPost",None,None,Week 2: Starting With Data > Starting With Data,2
393217,2,SF_GoalSetter,F_GoalSetter,"Catching up with Tableau tutorials; very powerful tool, with many idiosyncrasies... IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost Figuring out what are we trying to figure out is one of the big aspects of data analysis. We collect data to answer questions, but now knowing what the questions are in the first place, can make data all but useless. To assume a centralized posture on Social Networks it is important to engage horizontally as much as vertically. Being creative can be as simple as providing a fresh prospective into external networks. It's all in the data sample; if the sample is flawed the results will be flawed.. IrTwitterPost Slightly tangential to #dalmooc . Very interesting nonetheless URL Each one of us is the center of our Social Network. Your network will flourish if you become an active node rather than a passive one.. The problem with EdX is the lack of a good student directory where one can optionally be found easily, we need student cards! IrTwitterPost Video 'NETWORK MEASURES' @ 6:36, I think you meant 'Liz' is the network broker and not 'Lisa' as mentioned in video. IrTwitterPost IrTwitterPost IrTwitterPost","RelTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,RelTwitterPost,RelTwitterPost,RelTwitterPost,RelTwitterPost,RelTwitterPost,IrTwitterPost,RelTwitterPost,RelTwitterPost,RelTwitterPost,RelTwitterPost,IrTwitterPost,RelTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods,3
393217,3,F_GoalSetter,F_GoalSetter,"IrTwitterPost IrTwitterPost IrTwitterPost Instantly Turn Web Pages into Data URL Thanks Dr. IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost The fascinating sub-field of Intelligent tutoring systems URL IrTwitterPost Different types of Network Centralities URL IrTwitterPost IrTwitterPost IrTwitterPost Listen to ""Thoughts on dalmooc, Audio Experiment"" by via URL IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost","IrTwitterPost,IrTwitterPost,IrTwitterPost,RelTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,RelTwitterPost,IrTwitterPost,RelTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,RelTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,"Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods",3
393217,4,F_GoalSetter,F_GoalSetter,IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,Week 5: Prediction Modeling > Regressors and Classifiers current section,5
393217,5,F_GoalSetter,F_GoalSetter,IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,None,None
393217,6,F_GoalSetter,F_GoalSetter,IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,None,None
